,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
10,6636,Polkadot,DOT,polkadot-new,351,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,987579314.957085,1103303471.382273,,11,904869778.0,7809484624.528804,2022-06-11T10:38:00.000Z,8.630506636866375,450167716.4546438,13.3468,-0.28089669,-5.31426166,-7.75131371,5.82050173,-50.88774256,-51.84851043,8523309832.16907,0.725,9522067932.24,2022-06-11T10:38:00.000Z,2502.0,Huobi Token,HT,huobi-token,0xa2c49cee16a5e5bdefde931107dc1fae9f7773e3,2022-06-11 11:38:40.855027
11,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,448,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem']",,273901.35490986,273901.35490986,,12,,,2022-06-11T10:37:00.000Z,28997.014402134897,309790279.427502,44.698,-0.05379324,-3.100551,-2.38849619,3.87464566,-27.89695056,-25.60200401,7942321533.085472,0.6756,7942321533.09,2022-06-11T10:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2022-06-11 11:38:40.855027
12,1958,TRON,TRX,tron,619,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'bnb-chain']",,92790338619.66292,92790360061.62543,,13,71659659264.0,5675858445.922035,2022-06-11T10:37:00.000Z,0.07920576938569736,736860259.58786,4.5076,-0.42581293,-2.17462481,-0.92844037,13.12175866,33.61619163,32.02647394,7349530161.929789,0.6252,7349531860.26,2022-06-11T10:37:00.000Z,,,,,,2022-06-11 11:38:40.855027
13,4943,Dai,DAI,multi-collateral-dai,992,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,7041325578.262772,7041325578.262772,,14,,,2022-06-11T10:38:00.000Z,0.9996628979227627,306639167.0604236,64.1439,-0.03927189,-0.01115578,-0.06244564,-0.48441629,-0.01753433,0.00052249,7038951932.783835,0.5988,7038951932.78,2022-06-11T10:38:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-06-11 11:38:40.855027
14,5805,Avalanche,AVAX,avalanche,266,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",720000000.0,280973462.6862721,404229626.49901325,,15,,,2022-06-11T10:37:00.000Z,22.299949793140186,511306718.23830914,16.7061,-0.36748143,-7.00938283,-3.44871047,-21.28975205,-71.23219687,-68.79736688,6265694111.108615,0.533,16055963851.06,2022-06-11T10:37:00.000Z,1839.0,BNB,BNB,bnb,0x1ce0c2827e2ef14d5c4f29a091d735a204794041,2022-06-11 11:38:40.855027
0,1,Bitcoin,BTC,bitcoin,9528,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19064637.0,19064637.0,,1,,,2022-06-11T12:32:00.000Z,28766.37916945226,30113113556.45215,21.1007,-0.17089832,-3.89737154,-2.82438207,2.75019085,-28.89494135,-25.34096022,548420576669.9688,47.1712,604093962558.5,2022-06-11T12:32:00.000Z,,,,,,2022-06-11 13:32:57.242867
1,1027,Ethereum,ETH,ethereum,5745,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,121131742.624,121131742.624,,2,,,2022-06-11T12:31:00.000Z,1579.1619219390989,21570442268.576736,71.7785,0.35122329,-10.9476194,-10.41332236,-17.62567249,-48.04906991,-38.00649052,191286635489.9481,16.4531,191286635489.95,2022-06-11T12:31:00.000Z,,,,,,2022-06-11 13:32:57.242867
2,825,Tether,USDT,tether,34580,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,72494981446.97955,79710622658.24379,,3,,,2022-06-11T12:31:00.000Z,0.9991529295088741,52110176004.77921,24.9951,-0.0076643,-0.01400238,-0.00351751,0.70637164,-0.11727231,-0.10183117,72433573087.4411,6.2302,79643102141.96,2022-06-11T12:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-06-11 13:32:57.242867
3,3408,USD Coin,USDC,usd-coin,4371,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,53823657297.7615,53823657297.7615,,4,,,2022-06-11T12:31:00.000Z,1.0001177273698534,4789019931.606961,43.5206,-0.0153543,0.02318535,0.00703838,-0.10515707,0.00618008,0.04806592,53829993815.371056,4.6324,53829993815.37,2022-06-11T12:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-06-11 13:32:57.242867
4,1839,BNB,BNB,bnb,945,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",165116760.0,163276974.63,163276974.63,,5,,,2022-06-11T12:31:00.000Z,278.84169430290706,1375583566.020976,51.7573,-0.3559246,-3.8240956,-6.41823992,2.77399371,-32.33818896,-24.36333641,45528428246.48197,3.916,46041437116.21,2022-06-11T12:31:00.000Z,,,,,,2022-06-11 13:32:57.242867
5,2010,Cardano,ADA,cardano,454,2017-10-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain']",45000000000.0,33739028515.755,34277702081.605,,6,,,2022-06-11T12:31:00.000Z,0.5831208534382928,1289560899.0157921,43.6576,0.45086451,-5.31796769,5.66700026,29.93505062,-39.70596113,-25.60235004,19673931102.285954,1.6922,26240438404.72,2022-06-11T12:31:00.000Z,1839.0,BNB,BNB,bnb,0x3ee2200efb3400fabb9aacf31297cbdd1d435d47,2022-06-11 13:32:57.242867
6,52,XRP,XRP,xrp,737,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,48343101197.0,99989535142.0,,7,,,2022-06-11T12:32:00.000Z,0.3766175848680826,1216646177.8465004,11.3681,-0.15119406,-5.89838491,-3.10169474,2.09466896,-46.9010561,-51.92327776,18206862017.847454,1.566,37661758486.81,2022-06-11T12:32:00.000Z,1839.0,BNB,BNB,bnb,0x1d2f0da169ceb9fc7b3144628db156f3f6c60dbe,2022-06-11 13:32:57.242867
7,4687,Binance USD,BUSD,binance-usd,3832,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,18014451044.489254,18014451044.489254,,8,,,2022-06-11T12:32:00.000Z,0.9991989912197785,4559573317.629586,4.6202,0.02186163,-0.2422023,-0.06426043,-0.5991073,-0.17046549,-0.12274452,18000021311.03175,1.5482,18000021311.03,2022-06-11T12:32:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-06-11 13:32:57.242867
8,5426,Solana,SOL,solana,327,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,342077443.67703635,511616946.142289,,9,,,2022-06-11T12:31:00.000Z,35.530123682185554,1137811113.719533,5.5025,-0.77811343,-9.87539149,-3.29860308,-17.37089008,-66.59027038,-55.78971272,12154053882.730965,1.0454,18177813374.34,2022-06-11T12:31:00.000Z,,,,,,2022-06-11 13:32:57.242867
9,74,Dogecoin,DOGE,dogecoin,484,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,10,,,2022-06-11T12:32:00.000Z,0.0724997328218942,449940197.52531105,48.7731,-1.36090248,-8.09601225,-10.47253029,-4.7007825,-48.73241968,-35.96123422,9618594965.018822,0.8277,9618594965.02,2022-06-11T12:32:00.000Z,,,,,,2022-06-11 13:32:57.242867
10,6636,Polkadot,DOT,polkadot-new,351,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,987579314.957085,1103303471.382273,,11,904869778.0,7561505050.953777,2022-06-11T12:32:00.000Z,8.356456624804832,484770161.1460002,24.3364,-0.2092465,-8.36260163,-9.90301084,3.49555036,-53.07899838,-52.76193072,8252663708.99335,0.7098,9219707602.6,2022-06-11T12:32:00.000Z,2502.0,Huobi Token,HT,huobi-token,0xa2c49cee16a5e5bdefde931107dc1fae9f7773e3,2022-06-11 13:32:57.242867
11,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,448,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem']",,273901.35490986,273901.35490986,,12,,,2022-06-11T12:31:00.000Z,28743.588462215404,323792564.09656584,56.2191,-0.11804244,-4.22969269,-2.95789483,2.79507512,-28.78411252,-25.43313144,7872907824.772219,0.6772,7872907824.77,2022-06-11T12:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2022-06-11 13:32:57.242867
12,1958,TRON,TRX,tron,619,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'bnb-chain']",,92790009927.99466,92790013431.8963,,13,71659659264.0,5580008639.703972,2022-06-11T12:31:00.000Z,0.07786819944463826,780757481.7104287,12.1918,-0.37911939,-3.78359751,-2.09437027,11.94553148,29.8848359,30.82503761,7225390999.543052,0.6215,7225391272.39,2022-06-11T12:31:00.000Z,,,,,,2022-06-11 13:32:57.242867
13,4943,Dai,DAI,multi-collateral-dai,992,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,7041438708.995673,7041438708.995673,,14,,,2022-06-11T12:31:00.000Z,0.999538163526676,316161331.0355725,69.6528,0.04688282,-0.04579094,-0.02486756,-0.00575604,-0.05878949,-0.01509628,7038186715.775184,0.6054,7038186715.78,2022-06-11T12:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-06-11 13:32:57.242867
14,5805,Avalanche,AVAX,avalanche,266,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",720000000.0,280973355.2941553,404229626.49901325,,15,,,2022-06-11T12:31:00.000Z,21.449910950532235,540044073.5797533,27.607,-0.4859011,-10.70726728,-6.0420793,-22.7312868,-72.5560445,-69.43900628,6026853450.531886,0.5184,15443935884.38,2022-06-11T12:31:00.000Z,1839.0,BNB,BNB,bnb,0x1ce0c2827e2ef14d5c4f29a091d735a204794041,2022-06-11 13:32:57.242867
0,1,Bitcoin,BTC,bitcoin,9528,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19064706.0,19064706.0,,1,,,2022-06-11T14:55:00.000Z,28548.877621032585,28359229148.34182,-0.8648,-0.7278729,-3.59702567,-4.14590389,-1.53991603,-28.64964783,-26.50761778,544275958474.96564,47.2417,599526430041.68,2022-06-11T14:55:00.000Z,,,,,,2022-06-11 15:55:43.795529
1,1027,Ethereum,ETH,ethereum,5745,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,121132819.499,121132819.499,,2,,,2022-06-11T14:54:00.000Z,1556.737907108993,20439183173.695816,33.4256,-0.73959175,-10.74144827,-12.44699725,-20.6563683,-48.51347523,-39.34867899,188572051909.0847,16.3675,188572051909.08,2022-06-11T14:54:00.000Z,,,,,,2022-06-11 15:55:43.795529
2,825,Tether,USDT,tether,34581,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,72494981446.97955,79710622658.24379,,3,,,2022-06-11T14:54:00.000Z,0.9991125327702824,49538621247.81646,3.4711,0.00209946,-0.02010869,-0.00661166,0.44303436,-0.11795079,-0.10744883,72430644526.62637,6.2868,79639882092.77,2022-06-11T14:54:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-06-11 15:55:43.795529
3,3408,USD Coin,USDC,usd-coin,4371,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,53827083614.98398,53827083614.98398,,4,,,2022-06-11T14:54:00.000Z,1.0001776199545374,4553273781.837453,16.292,-0.01786717,0.00589884,-0.00057225,-0.14961773,0.05253819,0.02992622,53836644379.12855,4.6705,53836644379.13,2022-06-11T14:54:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-06-11 15:55:43.795529
4,1839,BNB,BNB,bnb,946,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",165116760.0,163276974.63,163276974.63,,5,,,2022-06-11T14:54:00.000Z,274.45835172217033,1197144683.2556386,1.3204,-0.76690751,-7.48154441,-8.63099792,1.19979721,-33.01305736,-26.11683689,44812729331.13242,3.8896,45317673791.31,2022-06-11T14:54:00.000Z,,,,,,2022-06-11 15:55:43.795529
5,2010,Cardano,ADA,cardano,454,2017-10-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain']",45000000000.0,33752565071.288,34277702081.605,,6,,,2022-06-11T14:54:00.000Z,0.5681601129996668,1162210690.0640123,7.1637,-0.96806581,-4.33996819,1.19158974,19.56753889,-40.21000399,-29.70252573,19176861184.9316,1.6645,25567205084.99,2022-06-11T14:54:00.000Z,1839.0,BNB,BNB,bnb,0x3ee2200efb3400fabb9aacf31297cbdd1d435d47,2022-06-11 15:55:43.795529
6,4687,Binance USD,BUSD,binance-usd,3832,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,18014451044.489254,18014451044.489254,,7,,,2022-06-11T14:55:00.000Z,0.9992020015174187,4396701461.661284,-8.5601,-0.15997949,-0.1038301,-0.08152074,-0.56695744,-0.21920274,0.00250666,18000075539.891216,1.5624,18000075539.89,2022-06-11T14:55:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-06-11 15:55:43.795529
7,52,XRP,XRP,xrp,737,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,48343101197.0,99989535142.0,,8,,,2022-06-11T14:55:00.000Z,0.3701237100801301,1106133661.8424819,-12.3988,-0.98400728,-5.3151464,-5.41350625,-2.62554486,-47.54591795,-52.94102675,17892927971.81282,1.5531,37012371008.01,2022-06-11T14:55:00.000Z,1839.0,BNB,BNB,bnb,0x1d2f0da169ceb9fc7b3144628db156f3f6c60dbe,2022-06-11 15:55:43.795529
8,5426,Solana,SOL,solana,327,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,342077404.04308754,511616946.142289,,9,,,2022-06-11T14:54:00.000Z,34.674340254817615,1040588721.8510662,-13.2452,-1.53212328,-9.76863511,-7.77352595,-23.07909871,-67.22409542,-57.24840548,11861308301.27474,1.0295,17739980070.67,2022-06-11T14:54:00.000Z,,,,,,2022-06-11 15:55:43.795529
9,74,Dogecoin,DOGE,dogecoin,484,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,10,,,2022-06-11T14:55:00.000Z,0.07064333238286516,428336145.43665093,9.354,-1.49902964,-8.59939112,-13.4203665,-10.97555128,-49.21167616,-38.13333025,9372304899.92618,0.8131,9372304899.93,2022-06-11T14:55:00.000Z,,,,,,2022-06-11 15:55:43.795529
10,6636,Polkadot,DOT,polkadot-new,351,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,987579314.957085,1103303471.382273,,11,904869778.0,7386716393.798474,2022-06-11T14:55:00.000Z,8.163292192303139,452492707.6163794,-0.9695,-1.15019859,-8.24812388,-13.44616846,-4.84928911,-53.70040062,-54.22965336,8061898511.069255,0.6998,9006588613.68,2022-06-11T14:55:00.000Z,2502.0,Huobi Token,HT,huobi-token,0xa2c49cee16a5e5bdefde931107dc1fae9f7773e3,2022-06-11 15:55:43.795529
11,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,448,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem']",,273901.35490986,273901.35490986,,12,,,2022-06-11T14:54:00.000Z,28521.12054475955,281063530.9513432,17.4595,-0.59276627,-3.62082853,-4.23813665,-0.63990341,-28.80431984,-26.52394507,7811973560.757085,0.6781,7811973560.76,2022-06-11T14:54:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2022-06-11 15:55:43.795529
12,1958,TRON,TRX,tron,619,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'bnb-chain']",,92789612199.93777,92789631212.81842,,13,71659659264.0,5428821578.966111,2022-06-11T14:54:00.000Z,0.07575840625987199,781559977.053499,5.4629,-1.91519601,-5.31604712,-5.10867416,5.40594437,27.18882613,26.66829226,7029593137.73886,0.6101,7029594578.12,2022-06-11T14:54:00.000Z,,,,,,2022-06-11 15:55:43.795529
13,4943,Dai,DAI,multi-collateral-dai,992,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,7009725661.727761,7009725661.727761,,14,,,2022-06-11T14:54:00.000Z,0.999560546651082,360523892.7833098,69.5048,-0.02903877,-0.08628235,-0.06711593,-0.25786522,0.01531935,-0.04525015,7006645214.310719,0.6082,7006645214.31,2022-06-11T14:54:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-06-11 15:55:43.795529
14,5805,Avalanche,AVAX,avalanche,266,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",720000000.0,280973308.4593809,404229626.49901325,,15,,,2022-06-11T14:54:00.000Z,20.85355633251542,487424925.01907194,-3.503,-1.82954668,-10.34697225,-9.99822809,-30.28617403,-72.63668088,-70.43379165,5859292715.890932,0.5086,15014560559.41,2022-06-11T14:54:00.000Z,1839.0,BNB,BNB,bnb,0x1ce0c2827e2ef14d5c4f29a091d735a204794041,2022-06-11 15:55:43.795529
0,1,Bitcoin,BTC,bitcoin,9528,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19064887.0,19064887.0,,1,,,2022-06-11T18:18:00.000Z,28495.817665307164,26423372441.207714,-6.847,0.01125761,-2.107825,-4.24350594,-0.23862705,-28.54682867,-26.84721596,543269543761.6849,47.5197,598412170971.45,2022-06-11T18:18:00.000Z,,,,,,2022-06-11 19:18:29.688404
